visitor,visitor_score,home,home_score
Philadelphia 76ers,89,Detroit Pistons,107
Washington Wizards,99,Brooklyn Nets,90
Atlanta Hawks,107,Chicago Bulls,99
Golden State Warriors,131,Houston Rockets,106
Minnesota Timberwolves,113,Denver Nuggets,105
Portland Trail Blazers,98,Memphis Grizzlies,102
Los Angeles Clippers,117,Sacramento Kings,108
New Orleans Pelicans,95,Toronto Raptors,93
Oklahoma City Thunder,127,Orlando Magic,99
Utah Jazz,69,San Antonio Spurs,89
Minnesota Timberwolves,80,Charlotte Hornets,105
Philadelphia 76ers,76,Washington Wizards,111
Detroit Pistons,82,Atlanta Hawks,93
Boston Celtics,93,Los Angeles Clippers,102
Denver Nuggets,79,Golden State Warriors,122
Dallas Mavericks,103,Memphis Grizzlies,95
Indiana Pacers,98,Houston Rockets,110
New Orleans Pelicans,92,New York Knicks,99
Chicago Bulls,94,Cleveland Cavaliers,108
Toronto Raptors,92,Milwaukee Bucks,89
Los Angeles Lakers,100,Phoenix Suns,115
Sacramento Kings,94,Portland Trail Blazers,98
Oklahoma City Thunder,94,Miami Heat,86
San Antonio Spurs,109,Denver Nuggets,99
Miami Heat,76,Charlotte Hornets,78
Utah Jazz,92,Cleveland Cavaliers,106
New York Knicks,98,Philadelphia 76ers,91
Indiana Pacers,91,Atlanta Hawks,110
Orlando Magic,118,Detroit Pistons,128
Toronto Raptors,86,Memphis Grizzlies,92
Dallas Mavericks,98,Minnesota Timberwolves,75
Los Angeles Lakers,80,New Orleans Pelicans,96
Oklahoma City Thunder,105,Washington Wizards,103
Portland Trail Blazers,113,Phoenix Suns,118
Brooklyn Nets,103,Sacramento Kings,100
Houston Rockets,113,Golden State Warriors,126
San Antonio Spurs,81,Chicago Bulls,104
Utah Jazz,101,Milwaukee Bucks,99
Boston Celtics,90,Portland Trail Blazers,89
Brooklyn Nets,84,Los Angeles Clippers,123
Toronto Raptors,91,Philadelphia 76ers,86
Oklahoma City Thunder,93,Atlanta Hawks,103
Charlotte Hornets,90,Cleveland Cavaliers,129
Indiana Pacers,87,Miami Heat,89
Orlando Magic,106,New York Knicks,113
Chicago Bulls,102,Dallas Mavericks,98
New Orleans Pelicans,92,Minnesota Timberwolves,84
Los Angeles Lakers,85,San Antonio Spurs,99
Boston Celtics,100,Denver Nuggets,99
Houston Rockets,113,Phoenix Suns,111
Sacramento Kings,101,Golden State Warriors,126
New York Knicks,71,Charlotte Hornets,76
Detroit Pistons,86,Milwaukee Bucks,101
Philadelphia 76ers,83,Memphis Grizzlies,101
Brooklyn Nets,73,Utah Jazz,108
Washington Wizards,96,Portland Trail Blazers,103
Miami Heat,96,Chicago Bulls,84
Oklahoma City Thunder,98,Cleveland Cavaliers,108
Minnesota Timberwolves,100,Atlanta Hawks,112
Dallas Mavericks,106,New Orleans Pelicans,109
Indiana Pacers,106,Orlando Magic,99
Los Angeles Clippers,120,Phoenix Suns,100
Milwaukee Bucks,95,San Antonio Spurs,101
Detroit Pistons,110,Toronto Raptors,114
Washington Wizards,117,Denver Nuggets,115
Boston Celtics,111,Golden State Warriors,114
Houston Rockets,99,Los Angeles Lakers,87
Orlando Magic,94,Memphis Grizzlies,103
Philadelphia 76ers,74,New Orleans Pelicans,99
Minnesota Timberwolves,84,Oklahoma City Thunder,92
Boston Celtics,99,Utah Jazz,90
Denver Nuggets,98,Los Angeles Clippers,102
Toronto Raptors,104,Indiana Pacers,91
Cleveland Cavaliers,103,Detroit Pistons,95
Milwaukee Bucks,109,Miami Heat,102
Memphis Grizzlies,109,Dallas Mavericks,90
Chicago Bulls,113,Golden State Warriors,111
Washington Wizards,98,Los Angeles Lakers,92
Portland Trail Blazers,94,Cleveland Cavaliers,99
Detroit Pistons,69,Philadelphia 76ers,89
Sacramento Kings,102,Toronto Raptors,119
Brooklyn Nets,102,Atlanta Hawks,113
Dallas Mavericks,94,Houston Rockets,99
Boston Celtics,98,Minnesota Timberwolves,110
Denver Nuggets,93,New Orleans Pelicans,85
Oklahoma City Thunder,92,New York Knicks,100
Charlotte Hornets,86,San Antonio Spurs,95
Los Angeles Clippers,94,Utah Jazz,89
Washington Wizards,98,Phoenix Suns,106
New York Knicks,82,Indiana Pacers,103
Milwaukee Bucks,115,Orlando Magic,100
Denver Nuggets,69,Memphis Grizzlies,99
Chicago Bulls,118,Los Angeles Lakers,123
Minnesota Timberwolves,94,Philadelphia 76ers,103
Portland Trail Blazers,99,Atlanta Hawks,105
Houston Rockets,93,Boston Celtics,87
Toronto Raptors,127,Brooklyn Nets,122
Sacramento Kings,90,Cleveland Cavaliers,101
Dallas Mavericks,93,Miami Heat,72
Los Angeles Clippers,103,New Orleans Pelicans,108
Golden State Warriors,100,Utah Jazz,110
Chicago Bulls,93,Phoenix Suns,99
Sacramento Kings,99,Indiana Pacers,94
Dallas Mavericks,108,Orlando Magic,93
Toronto Raptors,120,Washington Wizards,116
Philadelphia 76ers,85,Atlanta Hawks,91
Houston Rockets,101,Detroit Pistons,114
Oklahoma City Thunder,74,Memphis Grizzlies,85
Cleveland Cavaliers,106,Minnesota Timberwolves,90
Portland Trail Blazers,88,Milwaukee Bucks,95
Charlotte Hornets,104,Denver Nuggets,86
Los Angeles Clippers,105,San Antonio Spurs,85
Phoenix Suns,87,Golden State Warriors,106
Miami Heat,83,Boston Celtics,75
Los Angeles Lakers,80,New York Knicks,92
Philadelphia 76ers,84,Cleveland Cavaliers,97
Charlotte Hornets,92,Washington Wizards,88
Los Angeles Clippers,100,Brooklyn Nets,102
Milwaukee Bucks,82,Toronto Raptors,75
Atlanta Hawks,100,New Orleans Pelicans,115
Orlando Magic,97,Oklahoma City Thunder,104
Minnesota Timberwolves,94,Dallas Mavericks,100
Memphis Grizzlies,102,Phoenix Suns,101
Denver Nuggets,98,Philadelphia 76ers,105
Miami Heat,91,Detroit Pistons,108
Boston Celtics,108,New York Knicks,97
Utah Jazz,102,Portland Trail Blazers,103
Golden State Warriors,121,Sacramento Kings,96
Detroit Pistons,109,Indiana Pacers,114
Washington Wizards,96,Atlanta Hawks,105
Denver Nuggets,100,Boston Celtics,104
Brooklyn Nets,109,Toronto Raptors,93
Chicago Bulls,90,Houston Rockets,101
Los Angeles Lakers,105,Milwaukee Bucks,113
Miami Heat,101,Minnesota Timberwolves,102
Oklahoma City Thunder,102,New Orleans Pelicans,91
Orlando Magic,103,San Antonio Spurs,110
Memphis Grizzlies,100,Utah Jazz,90
Dallas Mavericks,114,Golden State Warriors,128
Washington Wizards,87,Charlotte Hornets,94
Los Angeles Clippers,94,Cleveland Cavaliers,105
Dallas Mavericks,101,Sacramento Kings,78
Phoenix Suns,87,Portland Trail Blazers,108
New York Knicks,88,Brooklyn Nets,92
Cleveland Cavaliers,99,Indiana Pacers,103
Los Angeles Lakers,97,Orlando Magic,103
Los Angeles Clippers,107,Toronto Raptors,123
Golden State Warriors,116,Atlanta Hawks,124
Philadelphia 76ers,96,Boston Celtics,107
Denver Nuggets,88,Detroit Pistons,98
Milwaukee Bucks,111,Houston Rockets,117
Memphis Grizzlies,89,Minnesota Timberwolves,90
New Orleans Pelicans,116,Oklahoma City Thunder,113
Utah Jazz,93,Phoenix Suns,100
Miami Heat,85,San Antonio Spurs,98
Chicago Bulls,107,New Orleans Pelicans,72
Brooklyn Nets,77,Washington Wizards,114
Golden State Warriors,106,New York Knicks,92
Charlotte Hornets,81,Philadelphia 76ers,89
Portland Trail Blazers,101,Dallas Mavericks,111
Boston Celtics,93,Milwaukee Bucks,96
Sacramento Kings,90,Utah Jazz,102
Los Angeles Clippers,108,Oklahoma City Thunder,131
Los Angeles Lakers,105,Cleveland Cavaliers,120
Indiana Pacers,103,Charlotte Hornets,102
Minnesota Timberwolves,112,Detroit Pistons,101
Atlanta Hawks,88,Memphis Grizzlies,94
Chicago Bulls,98,Orlando Magic,97
Portland Trail Blazers,109,Houston Rockets,98
San Antonio Spurs,82,Toronto Raptors,87
Phoenix Suns,83,Sacramento Kings,85
San Antonio Spurs,95,Indiana Pacers,93
Golden State Warriors,89,Philadelphia 76ers,84
Orlando Magic,80,Washington Wizards,96
New York Knicks,95,Miami Heat,109
Brooklyn Nets,97,Milwaukee Bucks,103
Atlanta Hawks,117,Minnesota Timberwolves,105
Utah Jazz,100,New Orleans Pelicans,96
Los Angeles Clippers,115,Dallas Mavericks,98
Oklahoma City Thunder,124,Denver Nuggets,114
Detroit Pistons,106,Charlotte Hornets,78
Sacramento Kings,86,Chicago Bulls,104
Brooklyn Nets,86,Memphis Grizzlies,95
Houston Rockets,127,Phoenix Suns,118
Denver Nuggets,106,Los Angeles Lakers,96
New York Knicks,83,Orlando Magic,89
Atlanta Hawks,88,Boston Celtics,89
San Antonio Spurs,104,Detroit Pistons,87
Washington Wizards,93,Toronto Raptors,95
Miami Heat,93,Cleveland Cavaliers,113
Sacramento Kings,103,Milwaukee Bucks,111
Golden State Warriors,94,Minnesota Timberwolves,91
Indiana Pacers,106,New Orleans Pelicans,93
Memphis Grizzlies,89,Oklahoma City Thunder,105
Utah Jazz,82,Dallas Mavericks,87
Los Angeles Lakers,86,Portland Trail Blazers,102
Houston Rockets,95,Los Angeles Clippers,110
Cleveland Cavaliers,98,Chicago Bulls,113
Dallas Mavericks,89,Oklahoma City Thunder,104
San Antonio Spurs,115,Los Angeles Clippers,119
New Orleans Pelicans,84,Orlando Magic,95
Indiana Pacers,106,Philadelphia 76ers,95
Toronto Raptors,105,Atlanta Hawks,80
Chicago Bulls,91,Detroit Pistons,100
Miami Heat,111,New York Knicks,87
Phoenix Suns,109,Minnesota Timberwolves,111
Cleveland Cavaliers,127,Washington Wizards,89
Houston Rockets,100,Dallas Mavericks,111
Denver Nuggets,81,Milwaukee Bucks,89
Portland Trail Blazers,76,Utah Jazz,92
Boston Celtics,101,Sacramento Kings,109
San Antonio Spurs,99,Golden State Warriors,110
Brooklyn Nets,114,Los Angeles Lakers,105
Oklahoma City Thunder,110,Charlotte Hornets,103
New Orleans Pelicans,105,Miami Heat,91
Phoenix Suns,107,Chicago Bulls,112
Toronto Raptors,76,Houston Rockets,98
Sacramento Kings,99,Los Angeles Clippers,126
Cleveland Cavaliers,101,New York Knicks,83
Washington Wizards,89,Detroit Pistons,106
Atlanta Hawks,97,Milwaukee Bucks,86
Golden State Warriors,98,Indiana Pacers,104
Philadelphia 76ers,98,Orlando Magic,103
Denver Nuggets,94,Oklahoma City Thunder,119
Charlotte Hornets,81,Dallas Mavericks,92
Memphis Grizzlies,98,Portland Trail Blazers,92
Boston Celtics,111,Los Angeles Lakers,118
Philadelphia 76ers,108,Miami Heat,119
Milwaukee Bucks,71,Chicago Bulls,87
Minnesota Timberwolves,102,Houston Rockets,113
Toronto Raptors,97,New Orleans Pelicans,100
Brooklyn Nets,110,Denver Nuggets,82
Boston Celtics,115,Phoenix Suns,110
San Antonio Spurs,81,Utah Jazz,90
Memphis Grizzlies,90,Los Angeles Clippers,87
Golden State Warriors,114,Washington Wizards,107
Cleveland Cavaliers,102,Detroit Pistons,93
Indiana Pacers,92,Oklahoma City Thunder,105
Toronto Raptors,92,Dallas Mavericks,99
Miami Heat,93,Orlando Magic,90
Dallas Mavericks,87,Atlanta Hawks,104
New York Knicks,94,Boston Celtics,115
Charlotte Hornets,98,Chicago Bulls,86
Los Angeles Clippers,105,Houston Rockets,110
Philadelphia 76ers,88,Milwaukee Bucks,104
Washington Wizards,77,Minnesota Timberwolves,97
Brooklyn Nets,96,New Orleans Pelicans,102
Phoenix Suns,110,Denver Nuggets,96
Los Angeles Lakers,100,Utah Jazz,97
Memphis Grizzlies,90,Sacramento Kings,102
San Antonio Spurs,95,Portland Trail Blazers,111
Golden State Warriors,99,Cleveland Cavaliers,110
Oklahoma City Thunder,113,Phoenix Suns,117
Cleveland Cavaliers,86,Indiana Pacers,93
Washington Wizards,81,Philadelphia 76ers,89
Orlando Magic,88,Atlanta Hawks,95
Charlotte Hornets,98,Boston Celtics,106
New York Knicks,121,Detroit Pistons,115
Golden State Warriors,113,Toronto Raptors,89
Minnesota Timberwolves,89,Chicago Bulls,96
Brooklyn Nets,98,Houston Rockets,102
Los Angeles Clippers,97,Memphis Grizzlies,79
Miami Heat,102,New Orleans Pelicans,104
Utah Jazz,104,Denver Nuggets,82
San Antonio Spurs,107,Sacramento Kings,96
Milwaukee Bucks,93,Los Angeles Lakers,101
Oklahoma City Thunder,112,Portland Trail Blazers,115
Detroit Pistons,95,Washington Wizards,99
Atlanta Hawks,93,Miami Heat,91
Toronto Raptors,98,New York Knicks,103
Memphis Grizzlies,101,Minnesota Timberwolves,97
Brooklyn Nets,104,Dallas Mavericks,94
San Antonio Spurs,101,Phoenix Suns,74
Milwaukee Bucks,75,Utah Jazz,82
Los Angeles Clippers,96,Chicago Bulls,86
Cleveland Cavaliers,103,Houston Rockets,105
Golden State Warriors,106,Boston Celtics,101
Philadelphia 76ers,74,Indiana Pacers,94
Charlotte Hornets,98,Orlando Magic,83
Portland Trail Blazers,110,Sacramento Kings,99
Oklahoma City Thunder,108,Los Angeles Lakers,101
New Orleans Pelicans,99,Denver Nuggets,92
Toronto Raptors,114,Philadelphia 76ers,103
Golden State Warriors,108,Brooklyn Nets,110
Phoenix Suns,98,Miami Heat,115
Los Angeles Clippers,110,Minnesota Timberwolves,105
New Orleans Pelicans,93,Dallas Mavericks,102
Los Angeles Lakers,103,Charlotte Hornets,104
Boston Celtics,79,Cleveland Cavaliers,110
Sacramento Kings,124,New York Knicks,86
Houston Rockets,96,Atlanta Hawks,104
Washington Wizards,92,Chicago Bulls,97
Utah Jazz,93,Memphis Grizzlies,82
Milwaukee Bucks,95,Denver Nuggets,106
New York Knicks,82,Indiana Pacers,105
Phoenix Suns,105,Orlando Magic,100
Utah Jazz,84,Boston Celtics,85
Charlotte Hornets,115,Brooklyn Nets,91
Cleveland Cavaliers,120,Toronto Raptors,112
Memphis Grizzlies,102,Houston Rockets,100
Los Angeles Lakers,94,Miami Heat,100
Denver Nuggets,100,Minnesota Timberwolves,85
Detroit Pistons,85,New Orleans Pelicans,88
Philadelphia 76ers,118,Oklahoma City Thunder,123
Sacramento Kings,85,San Antonio Spurs,112
Milwaukee Bucks,93,Golden State Warriors,102
Portland Trail Blazers,98,Los Angeles Clippers,93
Oklahoma City Thunder,105,Chicago Bulls,108
Dallas Mavericks,75,Portland Trail Blazers,94
Toronto Raptors,94,Charlotte Hornets,103
Chicago Bulls,84,Indiana Pacers,98
Sacramento Kings,114,Orlando Magic,119
Utah Jazz,89,Philadelphia 76ers,83
Miami Heat,97,Washington Wizards,99
Cleveland Cavaliers,97,Atlanta Hawks,106
Phoenix Suns,108,Brooklyn Nets,100
Detroit Pistons,93,Houston Rockets,103
Los Angeles Lakers,90,Memphis Grizzlies,97
Boston Celtics,104,New Orleans Pelicans,98
Denver Nuggets,111,San Antonio Spurs,120
Dallas Mavericks,89,Golden State Warriors,104
Memphis Grizzlies,89,New Orleans Pelicans,95
Phoenix Suns,79,Cleveland Cavaliers,89
Sacramento Kings,109,Miami Heat,114
Indiana Pacers,92,New York Knicks,86
Atlanta Hawks,84,Philadelphia 76ers,92
Portland Trail Blazers,113,Minnesota Timberwolves,121
Washington Wizards,85,Milwaukee Bucks,91
Houston Rockets,114,Denver Nuggets,100
Chicago Bulls,105,San Antonio Spurs,116
Los Angeles Clippers,98,Golden State Warriors,106
Utah Jazz,95,Brooklyn Nets,88
Charlotte Hornets,108,Detroit Pistons,101
Boston Celtics,98,Orlando Magic,103
Toronto Raptors,104,Oklahoma City Thunder,108
Dallas Mavericks,100,Los Angeles Lakers,93
Washington Wizards,95,Charlotte Hornets,69
Sacramento Kings,105,Atlanta Hawks,130
Boston Celtics,100,Miami Heat,90
Memphis Grizzlies,101,Chicago Bulls,91
New Orleans Pelicans,114,Milwaukee Bucks,103
New York Knicks,78,Denver Nuggets,106
Golden State Warriors,98,Phoenix Suns,80
Minnesota Timberwolves,76,Los Angeles Clippers,89
Orlando Magic,86,Indiana Pacers,118
New Orleans Pelicans,111,Brooklyn Nets,91
Cleveland Cavaliers,127,Dallas Mavericks,94
Toronto Raptors,107,San Antonio Spurs,117
New York Knicks,82,Utah Jazz,87
Detroit Pistons,85,Los Angeles Lakers,93
Sacramento Kings,113,Charlotte Hornets,106
Chicago Bulls,104,Philadelphia 76ers,95
Memphis Grizzlies,92,Boston Celtics,95
Brooklyn Nets,98,Miami Heat,104
Orlando Magic,91,Milwaukee Bucks,97
Los Angeles Clippers,120,Oklahoma City Thunder,108
Atlanta Hawks,102,Denver Nuggets,115
Minnesota Timberwolves,97,Phoenix Suns,106
Detroit Pistons,98,Golden State Warriors,105
Houston Rockets,100,Portland Trail Blazers,105
Milwaukee Bucks,103,Indiana Pacers,109
Memphis Grizzlies,87,Washington Wizards,107
Houston Rockets,91,Utah Jazz,109
Cleveland Cavaliers,128,San Antonio Spurs,125
New York Knicks,101,Los Angeles Lakers,94
Chicago Bulls,91,Charlotte Hornets,101
Sacramento Kings,107,Philadelphia 76ers,114
Orlando Magic,88,Boston Celtics,95
Miami Heat,92,Toronto Raptors,102
Minnesota Timberwolves,99,Oklahoma City Thunder,113
Los Angeles Clippers,99,Dallas Mavericks,129
Golden State Warriors,103,Denver Nuggets,114
Atlanta Hawks,96,Phoenix Suns,87
Detroit Pistons,99,Portland Trail Blazers,118
Boston Celtics,93,Indiana Pacers,89
Sacramento Kings,97,Washington Wizards,113
Brooklyn Nets,94,Philadelphia 76ers,87
Milwaukee Bucks,83,Memphis Grizzlies,96
Detroit Pistons,85,Utah Jazz,88
New York Knicks,94,Golden State Warriors,125
Chicago Bulls,100,Oklahoma City Thunder,109
Houston Rockets,100,Los Angeles Clippers,98
Denver Nuggets,118,New Orleans Pelicans,111
Cleveland Cavaliers,123,Orlando Magic,108
Minnesota Timberwolves,97,San Antonio Spurs,123
Portland Trail Blazers,113,Toronto Raptors,97
New York Knicks,89,Phoenix Suns,102
Atlanta Hawks,91,Los Angeles Lakers,86
Toronto Raptors,117,Indiana Pacers,98
Portland Trail Blazers,97,Washington Wizards,105
Philadelphia 76ers,89,Boston Celtics,108
Denver Nuggets,81,Memphis Grizzlies,92
Cleveland Cavaliers,92,Miami Heat,106
Brooklyn Nets,122,Minnesota Timberwolves,106
Oklahoma City Thunder,115,Dallas Mavericks,119
Charlotte Hornets,66,Utah Jazz,94
Atlanta Hawks,110,Sacramento Kings,103
Los Angeles Lakers,105,Golden State Warriors,108
Memphis Grizzlies,95,Detroit Pistons,105
San Antonio Spurs,100,New York Knicks,104
Orlando Magic,94,Houston Rockets,107
Milwaukee Bucks,84,New Orleans Pelicans,85
Charlotte Hornets,92,Los Angeles Clippers,99
Brooklyn Nets,92,Cleveland Cavaliers,117
Detroit Pistons,83,Philadelphia 76ers,94
Portland Trail Blazers,104,Miami Heat,108
Minnesota Timberwolves,100,Toronto Raptors,105
Indiana Pacers,86,Chicago Bulls,103
Orlando Magic,102,Dallas Mavericks,107
San Antonio Spurs,114,Milwaukee Bucks,103
Boston Celtics,118,Oklahoma City Thunder,122
Los Angeles Clippers,116,Sacramento Kings,105
Atlanta Hawks,95,Golden State Warriors,114
Washington Wizards,88,Utah Jazz,84
Minnesota Timberwolves,95,New York Knicks,92
Denver Nuggets,108,Houston Rockets,118
New Orleans Pelicans,72,Phoenix Suns,74
Utah Jazz,80,Los Angeles Lakers,73
Portland Trail Blazers,104,Orlando Magic,111
New York Knicks,81,Philadelphia 76ers,97
Milwaukee Bucks,127,Brooklyn Nets,129
Indiana Pacers,92,Cleveland Cavaliers,95
Denver Nuggets,91,Miami Heat,108
Toronto Raptors,92,Chicago Bulls,108
Atlanta Hawks,115,Oklahoma City Thunder,123
Memphis Grizzlies,112,Dallas Mavericks,101
Boston Celtics,89,San Antonio Spurs,101
Charlotte Hornets,91,Sacramento Kings,101
New Orleans Pelicans,96,Golden State Warriors,112
Washington Wizards,99,Los Angeles Clippers,113
Brooklyn Nets,123,Indiana Pacers,111
Chicago Bulls,91,Detroit Pistons,107
Phoenix Suns,117,Houston Rockets,102
Portland Trail Blazers,86,Memphis Grizzlies,97
Utah Jazz,91,Golden State Warriors,106
San Antonio Spurs,114,Atlanta Hawks,95
Cleveland Cavaliers,108,Milwaukee Bucks,90
Miami Heat,75,Oklahoma City Thunder,93
New Orleans Pelicans,100,Los Angeles Clippers,107
New York Knicks,89,Toronto Raptors,106
Detroit Pistons,105,Boston Celtics,97
Denver Nuggets,119,Orlando Magic,100
Washington Wizards,86,Sacramento Kings,109
Charlotte Hornets,109,Minnesota Timberwolves,98
Dallas Mavericks,92,Phoenix Suns,98
Philadelphia 76ers,87,Los Angeles Lakers,101
Houston Rockets,110,Indiana Pacers,100
Boston Celtics,110,Brooklyn Nets,91
Memphis Grizzlies,103,New York Knicks,82
Charlotte Hornets,86,Chicago Bulls,98
Minnesota Timberwolves,106,Utah Jazz,104
Washington Wizards,76,Golden State Warriors,107
Toronto Raptors,104,Detroit Pistons,108
San Antonio Spurs,94,Dallas Mavericks,101
Miami Heat,88,Milwaukee Bucks,89
Los Angeles Lakers,117,Oklahoma City Thunder,127
Philadelphia 76ers,106,Sacramento Kings,107
Golden State Warriors,122,Portland Trail Blazers,108
Brooklyn Nets,91,Charlotte Hornets,88
Los Angeles Clippers,111,New York Knicks,80
Atlanta Hawks,95,Orlando Magic,83
Chicago Bulls,116,Toronto Raptors,103
Indiana Pacers,103,Washington Wizards,101
Miami Heat,93,Boston Celtics,86
Cleveland Cavaliers,111,Memphis Grizzlies,89
Los Angeles Lakers,101,Minnesota Timberwolves,99
Houston Rockets,95,New Orleans Pelicans,93
Philadelphia 76ers,99,Denver Nuggets,85
Portland Trail Blazers,92,Utah Jazz,89
Oklahoma City Thunder,91,San Antonio Spurs,130
Sacramento Kings,108,Phoenix Suns,99
Indiana Pacers,107,Milwaukee Bucks,111
Detroit Pistons,111,Orlando Magic,97
Los Angeles Clippers,119,Philadelphia 76ers,98
Charlotte Hornets,107,Washington Wizards,110
Miami Heat,86,Atlanta Hawks,99
Cleveland Cavaliers,98,Brooklyn Nets,106
Boston Celtics,96,New York Knicks,92
Los Angeles Lakers,83,Toronto Raptors,94
Minnesota Timberwolves,110,Houston Rockets,120
Golden State Warriors,107,Memphis Grizzlies,84
Sacramento Kings,88,New Orleans Pelicans,102
Dallas Mavericks,76,San Antonio Spurs,94
Utah Jazz,91,Denver Nuggets,107
Portland Trail Blazers,87,Phoenix Suns,81
Atlanta Hawks,100,Charlotte Hornets,115
New York Knicks,80,Chicago Bulls,111
Golden State Warriors,108,Milwaukee Bucks,95
Oklahoma City Thunder,89,Utah Jazz,94
Denver Nuggets,114,Portland Trail Blazers,120
Houston Rockets,99,Washington Wizards,91
Los Angeles Lakers,99,Brooklyn Nets,107
Minnesota Timberwolves,88,New Orleans Pelicans,110
Philadelphia 76ers,86,Cleveland Cavaliers,87
Los Angeles Clippers,119,Boston Celtics,106
Detroit Pistons,102,Miami Heat,109
Dallas Mavericks,99,Indiana Pacers,104
Memphis Grizzlies,89,San Antonio Spurs,103
Oklahoma City Thunder,109,Phoenix Suns,97
Boston Celtics,116,Charlotte Hornets,104
Los Angeles Lakers,113,Philadelphia 76ers,111
Milwaukee Bucks,88,Atlanta Hawks,101
Houston Rockets,96,Toronto Raptors,99
Sacramento Kings,83,Memphis Grizzlies,97
Utah Jazz,104,Minnesota Timberwolves,84
Phoenix Suns,86,Portland Trail Blazers,109
Indiana Pacers,106,Brooklyn Nets,111
Atlanta Hawks,95,Detroit Pistons,105
San Antonio Spurs,95,Miami Heat,81
Golden State Warriors,110,Los Angeles Clippers,106
Detroit Pistons,78,Charlotte Hornets,102
San Antonio Spurs,103,Orlando Magic,91
Philadelphia 76ers,93,Washington Wizards,106
Indiana Pacers,87,Boston Celtics,100
Brooklyn Nets,100,New York Knicks,98
Sacramento Kings,111,Houston Rockets,115
Chicago Bulls,91,Milwaukee Bucks,95
Toronto Raptors,113,Minnesota Timberwolves,99
Dallas Mavericks,135,Oklahoma City Thunder,131
Denver Nuggets,84,Utah Jazz,98
Los Angeles Clippers,126,Portland Trail Blazers,122
New Orleans Pelicans,113,Los Angeles Lakers,92
Miami Heat,88,Cleveland Cavaliers,114
Houston Rockets,108,Dallas Mavericks,101
Phoenix Suns,106,Golden State Warriors,107
Charlotte Hornets,74,Indiana Pacers,93
New York Knicks,87,Washington Wizards,101
Milwaukee Bucks,110,Boston Celtics,101
Toronto Raptors,109,Brooklyn Nets,114
Detroit Pistons,82,Chicago Bulls,88
Oklahoma City Thunder,92,Memphis Grizzlies,100
Orlando Magic,97,Minnesota Timberwolves,84
Denver Nuggets,93,San Antonio Spurs,123
New Orleans Pelicans,101,Sacramento Kings,95
Portland Trail Blazers,107,Los Angeles Lakers,77
Philadelphia 76ers,91,Charlotte Hornets,92
Brooklyn Nets,99,Atlanta Hawks,131
Miami Heat,98,Detroit Pistons,99
Boston Celtics,117,Toronto Raptors,116
Washington Wizards,92,Memphis Grizzlies,83
Golden State Warriors,123,Dallas Mavericks,110
Orlando Magic,97,Milwaukee Bucks,90
Los Angeles Clippers,107,Denver Nuggets,92
Utah Jazz,85,Phoenix Suns,87
New Orleans Pelicans,90,Portland Trail Blazers,99
Houston Rockets,115,Oklahoma City Thunder,112
Chicago Bulls,94,Cleveland Cavaliers,99
Miami Heat,89,Indiana Pacers,112
Golden State Warriors,92,San Antonio Spurs,107
Philadelphia 76ers,91,New York Knicks,101
Utah Jazz,101,Sacramento Kings,95
Los Angeles Clippers,106,Los Angeles Lakers,78
Portland Trail Blazers,96,Brooklyn Nets,106
Phoenix Suns,69,Atlanta Hawks,96
Charlotte Hornets,100,Miami Heat,105
Golden State Warriors,100,New Orleans Pelicans,103
San Antonio Spurs,113,Oklahoma City Thunder,88
Minnesota Timberwolves,111,Sacramento Kings,116
Los Angeles Lakers,100,Los Angeles Clippers,105
Toronto Raptors,92,Charlotte Hornets,74
Boston Celtics,113,Detroit Pistons,103
Chicago Bulls,103,Orlando Magic,105
Washington Wizards,119,Philadelphia 76ers,90
Atlanta Hawks,114,Brooklyn Nets,111
Indiana Pacers,102,New York Knicks,86
New Orleans Pelicans,74,Memphis Grizzlies,110
Cleveland Cavaliers,104,Milwaukee Bucks,99
Houston Rockets,98,San Antonio Spurs,110
Los Angeles Lakers,101,Denver Nuggets,119
Sacramento Kings,91,Utah Jazz,103
Phoenix Suns,104,Dallas Mavericks,107
Minnesota Timberwolves,91,Portland Trail Blazers,116
Chicago Bulls,89,Miami Heat,78
Portland Trail Blazers,105,Golden State Warriors,116
Toronto Raptors,101,Orlando Magic,99
Charlotte Hornets,80,Atlanta Hawks,104
Washington Wizards,80,Brooklyn Nets,117
Boston Celtics,99,Cleveland Cavaliers,90
Indiana Pacers,107,Detroit Pistons,103
Milwaukee Bucks,99,New York Knicks,91
San Antonio Spurs,104,Houston Rockets,103
Phoenix Suns,75,New Orleans Pelicans,90
Sacramento Kings,103,Oklahoma City Thunder,116
Dallas Mavericks,144,Denver Nuggets,143
Memphis Grizzlies,89,Utah Jazz,88
Minnesota Timberwolves,98,Los Angeles Lakers,106
New York Knicks,80,Orlando Magic,79
Toronto Raptors,107,Miami Heat,104
Philadelphia 76ers,107,Chicago Bulls,114
Memphis Grizzlies,86,Los Angeles Clippers,94
Utah Jazz,111,Portland Trail Blazers,105
Minnesota Timberwolves,101,Golden State Warriors,110
Cleveland Cavaliers,78,Boston Celtics,117
Brooklyn Nets,73,Milwaukee Bucks,96
Charlotte Hornets,77,Detroit Pistons,116
Sacramento Kings,111,Denver Nuggets,122
Oklahoma City Thunder,104,Indiana Pacers,116
Atlanta Hawks,99,Washington Wizards,108
New Orleans Pelicans,114,Houston Rockets,121
Phoenix Suns,91,San Antonio Spurs,107
